Type	Character	Frequency
Kanji	魏	348
Kanji	楚	198
Kanji	昏	198
Kanji	拷	203
Kanji	酎	197
Kanji	悼	194
Kanji	椿	209
Kanji	屍	205
Kanji	忽	213
Kanji	汎	170
Kanji	嗣	234
Kanji	嚇	196
Kanji	腎	679
Kanji	鯛	189
Kanji	魯	224
Kanji	叉	179
Kanji	粥	208
Kanji	轟	215
Kanji	毀	200
Kanji	爾	189
Kanji	峯	297
Kanji	琶	299
Kanji	琵	299
Kanji	董	204
Kanji	叛	195
Kanji	娼	202
Kanji	燭	222
Kanji	准	202
Kanji	麟	291
Kanji	杭	171
Kanji	瑠	207
Kanji	褐	232
Kanji	遼	186
Kanji	玲	454
Kanji	姜	233
Kanji	袈	182
Kanji	盧	188
Kanji	葡	194
Kanji	坦	169
Kanji	鎧	182
Kanji	碁	229
Kanji	脊	274
Kanji	厨	178
Kanji	醤	297
Kanji	鮎	191
Kanji	葦	188
Kanji	瞼	251
Kanji	鱗	179
Kanji	腑	173
Kanji	裟	181
Kanji	軀	290
Kanji	泌	524
Kanji	瘍	392
Kanji	鷗	377
Kanji	禱	234
Kanji	晦	162
Kanji	脆	156
Kanji	貪	208
Kanji	茫	216
Kanji	淑	192
Kanji	氾	156
Kanji	檜	187
Kanji	几	170
Kanji	猥	155
Kanji	砦	172
Kanji	粕	215
Kanji	祇	250
Kanji	膿	208
Kanji	痒	241
Kanji	伍	183
Kanji	狸	206
Kanji	哺	220
Kanji	璃	204
Kanji	襖	249
Kanji	撥	175
Kanji	瀕	144
Others	μ	305
Kanji	庸	185
Kanji	軋	155
Kanji	唸	253
Kanji	翠	215
Kanji	糊	147
Kanji	沌	161
Kanji	郁	169
Kanji	賓	158
Kanji	緻	158
Kanji	蛙	175
Kanji	卸	324
Kanji	升	165
Kanji	萄	169
Kanji	樫	200
Kanji	俸	140
Kanji	蕎	184
Kanji	套	172
Kanji	桟	192
Kanji	殷	221
Kanji	膣	304
Kanji	峙	146
Kanji	遜	151
Kanji	蛛	242
Kanji	攣	186
Kanji	蜘	241
Kanji	躾	163
Kanji	窯	246
Kanji	梗	242
Kanji	鮭	196
Kanji	蚕	145
Kanji	螺	164
Kanji	亦	177
Kanji	慧	410
Kanji	掠	163
Kanji	樺	189
Kanji	惰	144
Kanji	肛	262
Kanji	禿	186
Kanji	踪	174
Kanji	麵	154
Kanji	峻	134
Kanji	燕	167
Kanji	舅	170
Kanji	曝	197
Others	é	175
Kanji	腺	422
Kanji	榊	187
Kanji	轢	136
Kanji	紗	363
Kanji	甦	170
Kanji	巌	154
Kanji	訛	145
Kanji	毯	182
Kanji	鋸	153
Kanji	舷	182
Kanji	饒	143
Kanji	帖	213
Kanji	諫	148
Kanji	嘔	184
Kanji	媚	146
Kanji	綜	140
Kanji	倦	147
Kanji	遵	161
Kanji	椀	160
Kanji	檀	181
Kanji	壕	157
Kanji	羞	170
Kanji	櫓	206
Kanji	蠟	174
Kanji	丞	238
Kanji	膠	151
Kanji	樋	130
Kanji	峨	174
Kanji	肴	169
Kanji	凧	259
Kanji	妓	204
Kanji	挺	163
Kanji	彷	139
Kanji	煉	182
Kanji	眞	160
Kanji	梢	188
Kanji	茅	153
Kanji	爛	139
Kanji	秤	125
Kanji	疵	257
Kanji	倶	143
Kanji	痙	166
Kanji	灼	167
Kanji	茹	196
Kanji	熾	130
Kanji	氣	192
Kanji	訝	246
Kanji	俯	173
Kanji	茸	165
Kanji	屁	169
Kanji	詔	189
Kanji	牟	145
Kanji	簞	169
Kanji	麺	201
Others	β	185
Kanji	櫛	146
Kanji	憾	131
Kanji	掻	134
Kanji	巴	156
S-Sign	ヽ	184
Kanji	恣	132
Kanji	槻	140
Kanji	誦	180
Kanji	刹	238
Kanji	兜	160
Kanji	湊	203
Kanji	穢	156
Kanji	蕩	151
Kanji	悉	135
Kanji	祠	194
Kanji	蹟	160
Kanji	諮	146
Kanji	疇	137
Kanji	梓	140
Kanji	斧	139
Kanji	萬	133
Kanji	豹	140
Kanji	儘	137
Kanji	劫	150
Kanji	闊	130
Kanji	孟	158
Kanji	托	133
Kanji	按	129
Kanji	喬	150
Kanji	凸	163
Kanji	嵯	161
Kanji	耽	140
Kanji	掴	129
Kanji	嘱	200
Kanji	渕	137
Kanji	笥	154
Kanji	濤	131
Kanji	錐	127
Kanji	渾	136
Kanji	雁	125
Kanji	躰	331
Kanji	摯	111
Kanji	棹	195
Kanji	皺	248
Kanji	椒	145
Kanji	遙	129
Kanji	遽	109
Kanji	踵	165
Kanji	陪	143
Kanji	堰	172
Kanji	衷	115
Kanji	薇	141
Kanji	朔	139
Kanji	嵌	137
Kanji	斡	114
Kanji	擢	120
Kanji	掟	138
Kanji	趨	118
Kanji	憚	122
Kanji	墟	120
Kanji	葺	147
Kanji	餐	129
Kanji	閤	136
Kanji	曙	148
Kanji	凛	156
Kanji	屏	157
Kanji	鋒	132
Kanji	鮫	175
Kanji	圃	126
Kanji	慄	135
Kanji	罷	144
Kanji	狽	161
Kanji	條	134
Kanji	葱	119
Kanji	學	148
Others	ω	188
Kanji	嬌	127
Kanji	腔	300
Kanji	埒	116
Kanji	薔	141
Kanji	罠	170
Kanji	鍬	148
Kanji	珊	189
Kanji	糠	135
Kanji	塡	116
Kanji	歎	183
Kanji	礫	169
Kanji	諒	159
Kanji	栖	119
Kanji	窃	226
Kanji	呻	273
Kanji	芥	224
Kanji	扁	154
Kanji	稔	111
Kanji	俄	125
Kanji	來	142
Kanji	暢	112
Kanji	鱒	168
Kanji	佇	143
Kanji	逞	122
Kanji	毘	193
Kanji	牝	145
Kanji	卜	150
Kanji	柚	143
Kanji	諺	126
Kanji	辣	110
Kanji	啞	127
Kanji	尤	126
Kanji	蟻	122
Kanji	亘	101
Kanji	筏	120
Kanji	咄	147
Kanji	凱	126
Kanji	澱	124
Kanji	牌	120
S-Kana-Hiragana	ゑ	126
Kanji	裔	131
Kanji	檻	123
Kanji	楓	130
Kanji	鴻	120
Kanji	攪	111
Kanji	徊	111
Kanji	瑕	220
Kanji	魁	120
Kanji	箔	106
Kanji	吻	137
Kanji	丑	114
Kanji	瞥	116
Kanji	巷	108
Kanji	湘	105
Kanji	彌	120
Kanji	囃	139
Kanji	竪	154
Kanji	濠	165
Kanji	桓	139
Kanji	顚	105
Kanji	甫	163
Kanji	戮	112
Kanji	禎	113
Kanji	諜	147
Kanji	汐	104
Kanji	蛋	207
Kanji	厩	108
Kanji	胤	129
Kanji	惟	214
Kanji	焰	131
Kanji	蹄	117
Kanji	靡	107
Kanji	亨	144
Kanji	佃	142
Kanji	謁	130
Kanji	屓	116
Kanji	贔	116
Kanji	荻	120
Kanji	彙	188
Kanji	饅	109
Kanji	捲	104
Kanji	弛	121
Kanji	狡	116
Kanji	揶	96
Kanji	蝕	94
Kanji	稜	133
Kanji	乖	135
Kanji	翳	129
Kanji	佛	177
Kanji	遁	115
Kanji	痰	133
Kanji	嶽	165
Kanji	咤	93
Kanji	譚	109
Kanji	煌	118
Kanji	鰹	101
Kanji	吞	248
Kanji	嗟	123
Kanji	囊	123
Kanji	廣	98
Kanji	嘗	107
Kanji	揄	93
Kanji	釧	117
Kanji	瑚	127
Kanji	邑	125
Kanji	孕	90
Kanji	脛	112
Kanji	逼	93
Kanji	蔣	160
Kanji	捗	108
Kanji	倹	103
Kanji	蕃	116
Kanji	椰	108
Kanji	鸞	401
Kanji	逗	101
Kanji	柑	155
Kanji	聘	99
Kanji	箕	104
Kanji	躁	111
Kanji	疹	176
Kanji	鉤	115
Kanji	淘	93
Kanji	榜	89
Kanji	滔	170
Kanji	隋	160
Kanji	錨	110
Kanji	賽	105
Others	θ	153
Kanji	蕾	116
Kanji	鄧	142
Kanji	艘	143
Kanji	謗	137
Kanji	燗	122
Kanji	馨	117
Kanji	銚	106
Kanji	允	112
Kanji	墾	100
Kanji	捏	88
Kanji	琢	85
Kanji	實	112
Kanji	蟹	112
Kanji	瞞	97
Kanji	穣	131
Kanji	猜	85
Kanji	痘	103
Kanji	壱	100
Kanji	嵩	95
Kanji	恢	119
Kanji	亥	112
Kanji	朧	127
Kanji	蟬	151
Kanji	匈	147
Kanji	饗	116
Kanji	聯	104
Kanji	鉾	98
Kanji	俱	91
Kanji	鍾	90
Kanji	庚	123
Kanji	鞋	96
Kanji	祓	136
Kanji	謬	113
Kanji	偲	102
Kanji	會	98
Kanji	韋	119
Kanji	邁	92
Kanji	欣	100
Kanji	矩	91
Kanji	傭	101
Kanji	楕	107
Kanji	跨	100
Kanji	證	110
Kanji	鷺	96
Kanji	諧	142
Kanji	碧	91
Kanji	謄	204
Kanji	酉	141
Kanji	逓	85
Kanji	尹	96
Kanji	戟	91
Kanji	贋	125
Kanji	哨	131
Kanji	茄	100
Kanji	鳶	110
Kanji	廓	119
Kanji	捷	79
Kanji	沫	110
Kanji	腱	102
Kanji	蘆	97
Kanji	僑	101
Kanji	絢	85
Kanji	繡	97
Kanji	梱	219
Kanji	鹸	151
Kanji	胱	138
Kanji	膀	138
Kanji	厘	84
Kanji	錫	84
Kanji	肋	86
Kanji	侘	86
Kanji	彗	79
Others	δ	113
Kanji	緋	102
Kanji	宥	86
Kanji	聚	91
Kanji	駁	95
Kanji	輌	109
Kanji	悸	92
Kanji	芙	116
Kanji	蓑	79
Kanji	脹	84
Kanji	瓢	98
Kanji	乎	93
Kanji	鹼	95
Kanji	傀	98
Kanji	徘	90
Kanji	呵	84
Kanji	吃	93
Kanji	奄	102
Kanji	茜	119
Kanji	啄	119
Kanji	弐	95
Kanji	婢	118
Kanji	漑	82
Kanji	沃	84
Kanji	袂	91
Kanji	屠	80
Kanji	拮	79
Kanji	斃	103
Kanji	誹	124
Kanji	煤	77
Others	σ	92
Kanji	杵	115
Kanji	簀	88
Kanji	恍	86
Kanji	硯	103
Kanji	廿	111
Kanji	炸	100
Kanji	晰	97
Kanji	孵	76
Kanji	萱	99
Kanji	褪	81
Kanji	紘	77
Kanji	雉	98
Kanji	薙	115
Kanji	嬰	82
Kanji	杓	83
Kanji	寓	117
Kanji	已	98
Kanji	佑	90
Kanji	娩	133
Kanji	應	69
Kanji	戊	111
S-Kana-Katakana	ヰ	69
Kanji	芻	70
Kanji	耀	146
Kanji	虔	97
Kanji	朕	93
Others	γ	110
Kanji	顰	78
Kanji	袁	119
Kanji	扮	105
Kanji	乍	84
Kanji	胚	245
Kanji	卦	106
Kanji	彬	90
Kanji	麴	78
Kanji	靱	84
Others	д	168
Kanji	曼	84
Kanji	櫃	134
Kanji	徽	100
Kanji	蓬	74
Kanji	雖	81
Kanji	壬	128
Kanji	榛	77
Kanji	斤	78
Kanji	躙	66
Kanji	捺	102
Kanji	誅	86
Kanji	轡	120
Kanji	幇	77
Kanji	丙	93
Kanji	辟	67
Kanji	藉	71
Kanji	傳	83
Kanji	襄	96
Kanji	徨	74
Kanji	燦	63
Kanji	咸	78
Kanji	蠣	80
Kanji	僻	72
Kanji	滓	63
Kanji	瘡	84
Kanji	竺	71
Kanji	欒	59
Kanji	蹂	64
Kanji	餃	86
Kanji	啼	103
Kanji	蠅	91
Kanji	酪	154
Kanji	鰻	73
Kanji	靭	59
Kanji	臀	90
Kanji	仄	77
Kanji	倖	67
Kanji	榴	87
Kanji	憫	86
Kanji	沓	74
Kanji	當	79
Kanji	猾	72
Kanji	鞠	93
Kanji	疆	102
Kanji	畦	90
Kanji	祟	80
Kanji	襦	84
Kanji	賂	94
Kanji	槙	85
Kanji	燻	68
Kanji	屛	81
Kanji	跋	74
Kanji	齋	99
Kanji	彿	60
Kanji	疼	137
Kanji	頒	72
Kanji	欽	80
Kanji	檎	70
Kanji	珪	98
Kanji	懺	75
Kanji	棘	69
Kanji	茲	76
Kanji	鯖	69
Kanji	悍	68
Kanji	袢	84
Kanji	畝	68
Kanji	做	71
Kanji	冨	63
Kanji	芹	86
Kanji	噺	110
Kanji	嗚	77
Kanji	擲	57
Kanji	鄙	76
Kanji	癇	82
Others	φ	91
Kanji	榮	61
Kanji	鰯	67
Kanji	蔡	90
Kanji	錘	74
Kanji	琳	85
Kanji	璋	124
Kanji	黴	61
Kanji	頗	70
Kanji	麩	67
Kanji	珈	75
Kanji	鮑	74
Kanji	肚	100
Kanji	罐	81
Kanji	咬	75
Kanji	橙	67
Kanji	神	83
Kanji	逍	65
Kanji	綸	81
Kanji	癪	92
Kanji	閻	112
Kanji	祗	79
Kanji	沁	78
Kanji	鮨	65
Kanji	杞	51
Kanji	饉	89
Kanji	臍	75
Kanji	壜	102
Kanji	禰	127
Others	π	73
Kanji	隘	56
Kanji	鼎	91
Kanji	瞰	53
Kanji	匡	65
Kanji	烹	56
Kanji	窩	89
Kanji	蔦	76
Kanji	愈	60
Kanji	攫	58
Kanji	娑	88
Kanji	瀧	82
Kanji	閏	69
Kanji	鰭	65
Kanji	濾	97
Kanji	涸	61
Kanji	瑛	122
Kanji	涌	61
Others	λ	101
Kanji	笙	153
Kanji	啜	105
Kanji	耆	65
Kanji	腋	71
Kanji	扈	64
Kanji	憬	65
Kanji	箒	63
Kanji	鑽	55
Kanji	贖	71
Kanji	哭	53
Kanji	虞	81
Kanji	捌	60
Kanji	掬	70
Kanji	褻	57
Kanji	禽	72
Kanji	弼	109
Kanji	莞	65
Kanji	庖	64
Kanji	憺	49
Kanji	髷	66
Kanji	渚	53
Kanji	砥	72
Kanji	鶯	64
Kanji	聲	68
Kanji	戌	62
Kanji	毫	72
Kanji	者	112
Kanji	宍	67
Kanji	儡	69
Kanji	鋏	63
Kanji	睾	65
Kanji	桔	87
Kanji	鴉	90
Kanji	奸	65
Kanji	什	67
Kanji	搗	212
Kanji	涵	51
Kanji	琲	72
Kanji	怜	71
Kanji	贄	68
Kanji	斂	63
Kanji	勒	94
Kanji	誼	90
Kanji	驕	56
Others	ε	122
Kanji	輯	76
Kanji	襞	88
Kanji	婉	53
Kanji	蕪	60
Kanji	梵	90
Kanji	夥	57
Kanji	衿	67
Kanji	牒	67
Kanji	剪	62
Kanji	躯	48
Kanji	劾	116
Kanji	烙	50
Kanji	掩	61
Kanji	佩	62
Kanji	訶	62
Kanji	姥	86
Kanji	轍	51
Kanji	楢	70
Kanji	彭	81
Kanji	澹	57
Kanji	柩	60
Kanji	颯	55
Kanji	悴	69
Kanji	鋤	54
Kanji	埠	65
Kanji	絣	88
Kanji	漿	99
Kanji	凋	52
Kanji	蒐	59
Kanji	瀾	47
Kanji	肇	63
Kanji	嘴	55
Kanji	爬	66
Kanji	痔	100
Kanji	帷	64
Kanji	渠	56
Kanji	頽	58
Kanji	嶼	60
Kanji	紆	46
Kanji	填	86
Kanji	歿	73
Kanji	畢	53
Kanji	驒	70
Kanji	漲	57
Kanji	譬	67
Kanji	鬘	89
Kanji	聾	74
Kanji	梟	66
Kanji	匙	52
Kanji	堯	74
Kanji	蓉	59
Kanji	鐸	85
Kanji	倅	70
Kanji	冤	62
Kanji	苅	82
Kanji	浚	76
Kanji	燐	48
Kanji	枷	57
Kanji	宕	64
Kanji	菖	67
Kanji	抉	57
Kanji	截	45
Kanji	潑	50
Kanji	碍	47
Kanji	鵬	59
Kanji	敲	50
Kanji	聳	63
Kanji	鉈	51
Others	ρ	53
Kanji	矮	46
Kanji	駝	52
Kanji	竣	88
Kanji	昉	70
Kanji	瀆	53
Kanji	漉	53
Kanji	犀	55
Kanji	竟	51
Kanji	貶	48
Others	ν	145
Kanji	俠	51
Kanji	蛸	75
Kanji	邇	93
Kanji	與	64
Kanji	籐	50
Kanji	俟	48
Kanji	楡	66
Kanji	髑	69
Kanji	魄	51
Kanji	眸	105
Kanji	壷	45
Kanji	禦	46
Kanji	跪	57
Kanji	迭	59
Kanji	縷	42
Kanji	竈	62
Kanji	輛	60
Kanji	齧	49
Kanji	咥	74
Kanji	黎	39
Kanji	旱	45
Kanji	蜀	99
Kanji	吼	53
Kanji	厖	46
Kanji	鱈	49
Kanji	欝	46
Kanji	寇	105
Kanji	瑣	47
Kanji	衙	104
Kanji	衍	55
Kanji	蠢	62
Kanji	篭	44
Kanji	煕	64
Kanji	梃	39
Kanji	詭	58
Kanji	殲	46
Kanji	紂	78
Kanji	抒	91
Kanji	幟	44
Kanji	愴	42
Kanji	縣	45
Kanji	碓	59
Kanji	朦	59
Kanji	蛉	67
Kanji	逡	50
Kanji	鍮	46
Kanji	蛾	50
Kanji	羹	44
Kanji	薯	40
Kanji	拵	64
Kanji	碩	61
Kanji	奕	52
Kanji	炙	43
Kanji	翰	79
Kanji	靄	92
Kanji	拌	57
Kanji	凰	50
Kanji	瘤	90
Kanji	濱	44
Kanji	琥	48
Kanji	髏	64
Kanji	樟	49
Kanji	鵠	48
Kanji	訃	41
Kanji	搦	49
Kanji	壽	47
Kanji	嚢	63
Kanji	汀	49
Kanji	啖	48
Kanji	蜻	66
Kanji	悌	63
Kanji	鐵	48
Kanji	恫	39
Kanji	肱	45
Kanji	溯	54
Kanji	塚	76
Kanji	碇	55
Kanji	姐	120
Kanji	鍼	102
Kanji	銛	55
Kanji	珀	47
Kanji	抛	71
Kanji	韮	76
Kanji	俎	36
Kanji	崗	44
Others	〆	44
Kanji	懼	43
Kanji	發	58
Kanji	懣	42
Kanji	槃	80
Kanji	釉	122
Kanji	厠	100
Kanji	璽	97
Kanji	瀉	58
Kanji	陋	38
Kanji	瞠	46
Kanji	廠	45
Kanji	荊	78
Kanji	疏	67
Kanji	塑	37
Kanji	桧	62
Kanji	駱	45
Kanji	涅	79
Kanji	圓	38
Kanji	鋲	37
Kanji	對	58
Kanji	于	65
Kanji	戈	73
Kanji	鍔	46
Kanji	餞	42
Kanji	聟	43
Kanji	棍	43
S-Kana-Katakana	ヱ	39
Kanji	苫	38
Kanji	暈	62
Kanji	奘	74
Kanji	籬	62
Kanji	臂	46
Kanji	匁	58
Kanji	蝠	46
Kanji	崔	49
Kanji	槇	42
Kanji	爲	71
Kanji	甕	112
Kanji	筍	45
Kanji	椋	38
Kanji	荼	50
Kanji	憮	46
Kanji	褥	45
Kanji	睫	56
Kanji	躓	37
Kanji	慾	53
Kanji	魃	43
Kanji	蹲	50
Kanji	訥	38
Kanji	冑	70
Kanji	櫻	47
Kanji	朶	48
Kanji	迸	53
Kanji	縋	60
Kanji	恃	37
Kanji	瀝	37
Kanji	關	57
Others	ü	52
Kanji	兇	50
Kanji	迪	69
Kanji	渥	50
Kanji	巽	51
Kanji	沐	41
Kanji	夭	38
Kanji	膵	86
Kanji	昴	55
Kanji	咀	37
Kanji	磔	44
Kanji	楔	34
Kanji	舜	51
Kanji	屹	42
Kanji	珂	42
Kanji	齟	33
Kanji	齬	33
Kanji	淹	59
Kanji	憔	49
Kanji	勁	34
Kanji	狛	38
Kanji	翡	42
Kanji	橇	45
Kanji	萊	41
Kanji	杢	38
Kanji	禊	69
Others	τ	66
Kanji	毬	48
Kanji	糺	69
Kanji	鬚	60
Kanji	灸	110
Kanji	稗	43
Kanji	嚆	33
Kanji	襷	41
Kanji	檄	40
Kanji	剋	35
Kanji	趾	38
Kanji	疋	50
Kanji	醇	43
Kanji	偈	56
Kanji	擾	60
Kanji	驢	44
Kanji	埴	81
Kanji	嚥	38
Kanji	宸	42
Kanji	哥	50
Kanji	涎	41
Kanji	欅	48
Kanji	皓	38
Kanji	蝙	44
Kanji	唖	33
Kanji	舳	53
Kanji	癩	41
Kanji	僭	30
Kanji	獰	47
Kanji	屢	38
Kanji	玖	38
Kanji	疱	48
Kanji	龐	51
Kanji	桿	45
Kanji	讒	39
Kanji	筵	40
Kanji	讀	44
Kanji	體	47
Kanji	坤	40
Kanji	脩	43
Kanji	瀟	36
Kanji	煥	44
Kanji	侈	39
Kanji	赫	32
Kanji	鉦	41
Kanji	燎	47
Kanji	芒	44
Kanji	緬	36
Kanji	篝	50
Kanji	帛	37
Kanji	玻	53
Kanji	炬	42
Kanji	癸	65
Kanji	蹙	30
Kanji	磋	37
Kanji	嚼	32
Kanji	堡	56
Kanji	圳	80
Kanji	姚	43
Kanji	籾	49
Kanji	辭	37
Kanji	髯	46
Kanji	聊	36
Kanji	袱	50
Kanji	蚤	31
Kanji	奎	57
Kanji	寥	35
Kanji	釋	44
Kanji	噪	35
Kanji	酊	36
Kanji	鑿	36
Kanji	柊	168
Kanji	圀	68
Kanji	撼	31
Kanji	游	51
Kanji	梳	36
Kanji	揖	33
Kanji	浙	40
Kanji	窄	47
Kanji	蛭	54
Kanji	撞	31
Kanji	凪	32
Kanji	閨	48
Kanji	麾	42
Kanji	娶	40
Kanji	諷	36
Others	è	52
Kanji	舘	53
Kanji	酋	33
Kanji	褄	32
Kanji	盥	43
Kanji	繹	52
Kanji	迹	43
Kanji	撹	33
Others	ö	48
Kanji	燵	38
Kanji	吝	42
Kanji	矜	34
Kanji	猷	48
Kanji	經	35
Kanji	曠	49
Kanji	踞	30
Kanji	綏	39
Kanji	碌	41
Kanji	剌	30
Kanji	蝋	28
Kanji	緞	34
Kanji	瓊	36
Kanji	盂	41
Kanji	厥	75
Kanji	戎	35
Kanji	飄	36
Kanji	焙	33
Kanji	箭	35
Kanji	咆	40
Kanji	衒	37
Kanji	蠱	37
Kanji	倚	47
Kanji	酩	34
Kanji	撓	28
Others	ä	29
Kanji	倆	35
Kanji	蜃	30
Kanji	瑜	32
Kanji	亢	65
Kanji	偃	43
Kanji	恕	27
Kanji	擡	34
Kanji	褌	36
Kanji	狄	52
Kanji	塙	55
Kanji	團	32
Kanji	嗤	64
Kanji	荏	27
Kanji	苺	33
Kanji	綬	44
Kanji	伜	58
Kanji	坡	31
Kanji	籤	27
Kanji	雫	37
Kanji	蹊	28
Kanji	翅	45
Kanji	鉋	31
Kanji	銑	35
Kanji	獨	30
Kanji	僥	32
Others	η	47
Kanji	處	39
Kanji	鰌	39
Kanji	棗	29
Kanji	慇	33
Kanji	懃	33
Kanji	熙	47
Kanji	拱	27
Kanji	闕	42
Kanji	鴛	26
Kanji	鵞	37
Kanji	怙	29
Kanji	胥	45
Kanji	樵	28
Kanji	蝮	45
Kanji	蟄	34
Kanji	囮	44
Kanji	站	32
Kanji	紬	42
Kanji	繭	32
Kanji	俘	43
Kanji	竄	25
Kanji	綽	38
Kanji	愧	25
Kanji	斟	34
Kanji	稍	27
Kanji	炯	30
Kanji	惡	39
Kanji	澪	92
Kanji	哮	35
Kanji	撈	41
Kanji	蛤	38
Kanji	艱	29
Kanji	悄	28
Kanji	摸	27
Kanji	夙	37
Kanji	莽	35
Kanji	祷	33
Kanji	詛	52
Kanji	諍	25
Kanji	纒	46
Kanji	陝	48
Kanji	疳	28
Kanji	挾	27
Kanji	枡	50
Kanji	涛	25
Kanji	莉	88
Kanji	橿	36
Kanji	繞	30
Kanji	蕨	37
Kanji	羯	26
Kanji	閾	33
Kanji	簒	28
Kanji	洟	35
Kanji	崋	49
Kanji	蓼	29
Kanji	假	47
Kanji	攀	41
S-Sign	〴	27
Kanji	宦	73
Kanji	燼	26
Kanji	冲	59
Kanji	緘	26
Kanji	溥	25
Kanji	鮒	35
Kanji	憊	24
Kanji	錚	25
Kanji	礦	50
Kanji	蕗	27
Kanji	齎	24
Kanji	躅	25
Kanji	脾	53
Kanji	稙	46
Kanji	袍	46
Kanji	顫	46
Kanji	篁	31
Kanji	麒	24
Kanji	顛	23
Kanji	昵	32
Kanji	笏	26
Kanji	柘	23
Kanji	擂	23
Kanji	闖	22
Kanji	霹	23
Kanji	靂	23
Kanji	鏃	51
Kanji	塹	26
Kanji	喀	29
Kanji	蟲	45
Kanji	邊	26
Kanji	刎	46
Kanji	撚	22
Kanji	爻	53
Kanji	噤	39
Kanji	罫	83
Kanji	框	29
Kanji	賣	30
Kanji	鰐	44
Kanji	勺	27
Kanji	逅	24
Kanji	邂	24
Kanji	囀	33
Kanji	慥	39
Kanji	鴦	23
Kanji	燿	39
Kanji	頚	40
Kanji	搏	26
Kanji	磊	26
Kanji	嗄	33
Kanji	杣	38
Kanji	廂	29
Kanji	總	35
Kanji	獪	23
Kanji	孜	46
Kanji	繍	24
Kanji	馭	27
Kanji	雍	33
Kanji	輻	20
Kanji	誂	26
Kanji	弩	28
Kanji	霰	22
Kanji	砒	31
Kanji	戰	28
Kanji	鼾	35
Kanji	櫂	24
Kanji	浣	32
S-Sign	ヾ	41
Kanji	猩	29
Kanji	暉	26
S-Sign	〻	28
Kanji	笞	31
Kanji	蘊	23
Kanji	袷	24
Kanji	沽	20
Kanji	觀	24
Kanji	鉉	29
Kanji	謐	24
Kanji	棠	24
Kanji	點	33
Kanji	掾	33
Kanji	穆	24
Kanji	餉	61
Kanji	顆	81
Kanji	頤	30
Kanji	蕭	35
Kanji	慟	22
Kanji	鏑	43
Kanji	烟	34
Kanji	陞	33
Kanji	廐	143
Kanji	韜	25
Kanji	糟	30
Kanji	彪	37
Kanji	莢	30
Kanji	剽	25
Kanji	捩	35
Kanji	陜	36
Kanji	悧	23
Kanji	鈿	40
Kanji	偕	20
Kanji	恆	39
Kanji	桝	38
Kanji	莚	22
Kanji	餘	28
Kanji	諌	36
Kanji	淆	23
Kanji	躬	24
Kanji	隕	29
Kanji	扼	22
Kanji	叟	27
Kanji	鴎	26
Kanji	棉	93
Kanji	禮	26
Kanji	眷	29
Kanji	籃	24
Kanji	殼	19
Kanji	柾	30
Kanji	址	55
Kanji	輜	23
Kanji	簪	21
Kanji	騫	43
Kanji	塘	30
Kanji	絲	27
Kanji	薮	20
Kanji	嬲	42
Kanji	筥	27
Kanji	隧	24
Kanji	躑	22
Kanji	杳	33
Kanji	嘯	25
Kanji	蛆	20
Kanji	岑	24
Kanji	儚	25
Kanji	箏	35
Kanji	跏	31
Kanji	鎚	21
Kanji	楷	23
Kanji	溪	40
Kanji	邱	23
Kanji	瀑	20
Kanji	黍	21
Kanji	譴	21
Kanji	麹	68
Kanji	氈	27
Kanji	牀	22
Kanji	彎	18
Kanji	泪	23
Kanji	辷	24
Kanji	哄	29
Kanji	螢	23
Kanji	蝉	18
Kanji	薗	23
Kanji	闍	31
Kanji	諱	24
Kanji	寞	22
Kanji	穽	19
Kanji	范	21
Kanji	翟	32
Kanji	眈	18
Kanji	熔	41
Kanji	桎	20
Kanji	旛	18
Kanji	瀋	36
Others	ξ	33
Kanji	剔	17
Kanji	驀	19
Kanji	竝	28
Kanji	傅	23
Kanji	寫	24
Kanji	侃	21
Kanji	渤	25
Kanji	齊	48
Kanji	侭	22
Kanji	縊	20
Kanji	苻	42
Kanji	兌	21
Kanji	痍	19
Kanji	羲	83
Kanji	疽	32
Kanji	霖	28
Kanji	稟	35
Kanji	熨	20
Kanji	亙	23
Kanji	粂	29
Kanji	騏	29
Kanji	痣	92
Kanji	莱	19
Kanji	坩	19
Kanji	肆	21
Kanji	樅	22
Kanji	箪	18
Kanji	蹠	19
Kanji	鬢	23
Kanji	馘	25
Kanji	錮	36
Kanji	詈	18
Kanji	潅	19
Kanji	皐	43
Kanji	忿	27
Kanji	兪	18
Kanji	蟇	22
Kanji	醂	21
Kanji	竦	84
Kanji	蜥	52
Kanji	舒	26
Kanji	旁	19
Kanji	豈	19
Kanji	絃	24
Kanji	檣	46
Kanji	谺	27
Kanji	泛	22
Kanji	筐	17
Kanji	疸	35
Kanji	絽	19
Kanji	腟	93
Kanji	簇	21
Kanji	鰓	25
Kanji	嶮	16
Kanji	樊	30
Kanji	匍	17
Kanji	銜	30
Kanji	詢	20
Kanji	篩	16
Kanji	吽	23
Kanji	祚	17
Kanji	頌	28
Kanji	俚	20
Kanji	歇	18
Kanji	堝	17
Kanji	菟	20
Kanji	諄	17
Kanji	茗	21
Kanji	冀	25
Kanji	賎	19
Kanji	炮	26
Kanji	喇	21
Kanji	舁	20
Kanji	蠕	25
Kanji	諛	18
Kanji	澎	16
Kanji	匕	45
Kanji	俤	23
Kanji	嚮	19
Kanji	德	27
